timestamp,behavior,mobility,orientation
2026-01-03T07:54:59.649834Z,INTERACTIVE,0.252,5.433
2026-01-03T07:54:59.774722Z,INTERACTIVE,0.257,5.371
2026-01-03T07:54:59.898277Z,INTERACTIVE,0.263,5.296
2026-01-03T07:55:00.020372Z,INTERACTIVE,0.27,5.099
2026-01-03T07:55:00.143785Z,INTERACTIVE,0.273,4.919
2026-01-03T07:55:00.254150Z,INTERACTIVE,0.274,4.638
2026-01-03T07:55:00.378814Z,INTERACTIVE,0.268,4.511
2026-01-03T07:55:00.488519Z,INTERACTIVE,0.265,4.376
2026-01-03T07:55:00.615111Z,INTERACTIVE,0.261,4.313
2026-01-03T07:55:00.739776Z,INTERACTIVE,0.257,4.234
2026-01-03T07:55:00.862961Z,INTERACTIVE,0.252,4.255
2026-01-03T07:55:00.985680Z,INTERACTIVE,0.249,4.34
2026-01-03T07:55:01.079155Z,INTERACTIVE,0.242,4.399
2026-01-03T07:55:01.203843Z,INTERACTIVE,0.236,4.465
2026-01-03T07:55:01.330746Z,INTERACTIVE,0.233,4.63
2026-01-03T07:55:01.456590Z,INTERACTIVE,0.236,4.782
2026-01-03T07:55:01.563338Z,INTERACTIVE,0.242,5.168
2026-01-03T07:55:01.705884Z,INTERACTIVE,0.259,16.499
2026-01-03T07:55:01.829237Z,INTERACTIVE,0.28,27.796
2026-01-03T07:55:01.940149Z,INTERACTIVE,0.303,44.718
2026-01-03T07:55:02.047526Z,INTERACTIVE,0.32,61.644
2026-01-03T07:55:02.158874Z,INTERACTIVE,0.334,78.294
2026-01-03T07:55:02.358737Z,INTERACTIVE,0.341,84.024
2026-01-03T07:55:02.484259Z,INTERACTIVE,0.344,89.755
2026-01-03T07:55:02.609282Z,INTERACTIVE,0.346,89.758
2026-01-03T07:55:02.703681Z,INTERACTIVE,0.345,89.762
2026-01-03T07:55:02.831385Z,INTERACTIVE,0.348,89.765
2026-01-03T07:55:02.971177Z,INTERACTIVE,0.347,89.763
2026-01-03T07:55:03.095539Z,INTERACTIVE,0.343,89.76
2026-01-03T07:55:03.217734Z,INTERACTIVE,0.337,89.758
2026-01-03T07:55:03.359353Z,INTERACTIVE,0.33,89.751
2026-01-03T07:55:03.485332Z,INTERACTIVE,0.321,89.744
2026-01-03T07:55:03.608500Z,INTERACTIVE,0.312,89.742
2026-01-03T07:55:03.717046Z,INTERACTIVE,0.304,89.741
2026-01-03T07:55:03.840999Z,INTERACTIVE,0.295,89.739
2026-01-03T07:55:03.980945Z,INTERACTIVE,0.289,89.738
2026-01-03T07:55:04.105080Z,INTERACTIVE,0.281,89.738
2026-01-03T07:55:04.215818Z,INTERACTIVE,0.273,89.739
2026-01-03T07:55:04.341267Z,INTERACTIVE,0.269,89.741
2026-01-03T07:55:04.464699Z,INTERACTIVE,0.267,89.742
2026-01-03T07:55:04.588441Z,INTERACTIVE,0.265,89.741
2026-01-03T07:55:04.730059Z,INTERACTIVE,0.264,89.74
2026-01-03T07:55:04.854428Z,INTERACTIVE,0.264,89.739
2026-01-03T07:55:04.980094Z,INTERACTIVE,0.26,89.73
2026-01-03T07:55:05.149638Z,INTERACTIVE,0.246,89.722
2026-01-03T07:55:05.273559Z,INTERACTIVE,0.233,89.698
2026-01-03T07:55:05.395750Z,INTERACTIVE,0.211,84.536
2026-01-03T07:55:05.521402Z,PASSIVE,0.185,79.372
2026-01-03T07:55:05.660977Z,PASSIVE,0.16,62.322
2026-01-03T07:55:05.801138Z,PASSIVE,0.145,45.27
2026-01-03T07:55:05.927682Z,PASSIVE,0.129,28.213
2026-01-03T07:55:06.051846Z,PASSIVE,0.12,16.294
2026-01-03T07:55:06.222356Z,PASSIVE,0.113,4.376
2026-01-03T07:55:06.364613Z,PASSIVE,0.108,4.338
2026-01-03T07:55:06.489663Z,PASSIVE,0.101,4.24
2026-01-03T07:55:06.614510Z,PASSIVE,0.097,4.168
2026-01-03T07:55:06.709398Z,PASSIVE,0.096,4.109
2026-01-03T07:55:06.834387Z,PASSIVE,0.099,4.109
2026-01-03T07:55:07.023461Z,PASSIVE,0.108,15.778
2026-01-03T07:55:07.165080Z,PASSIVE,0.116,33.306
2026-01-03T07:55:07.289156Z,PASSIVE,0.125,54.96
2026-01-03T07:55:07.398768Z,PASSIVE,0.133,80.251
2026-01-03T07:55:07.522241Z,PASSIVE,0.14,105.482
2026-01-03T07:55:07.663335Z,PASSIVE,0.141,119.056
2026-01-03T07:55:07.849626Z,PASSIVE,0.143,126.834
2026-01-03T07:55:08.008202Z,PASSIVE,0.145,130.482
2026-01-03T07:55:08.147302Z,PASSIVE,0.147,130.48
2026-01-03T07:55:08.270970Z,PASSIVE,0.145,130.476
2026-01-03T07:55:08.410021Z,PASSIVE,0.142,130.471
2026-01-03T07:55:08.518616Z,PASSIVE,0.138,130.467
2026-01-03T07:55:08.630445Z,PASSIVE,0.134,133.492
2026-01-03T07:55:08.753653Z,PASSIVE,0.131,136.526
2026-01-03T07:55:08.877415Z,INTERACTIVE,0.13,139.563
2026-01-03T07:55:09.000602Z,INTERACTIVE,0.131,142.6
2026-01-03T07:55:09.124555Z,PASSIVE,0.131,145.636
2026-01-03T07:55:09.248980Z,PASSIVE,0.133,145.644
2026-01-03T07:55:09.391194Z,PASSIVE,0.135,145.651
2026-01-03T07:55:09.549768Z,PASSIVE,0.136,145.653
2026-01-03T07:55:09.690553Z,PASSIVE,0.135,145.653
2026-01-03T07:55:09.846460Z,PASSIVE,0.135,148.616
2026-01-03T07:55:09.987362Z,INTERACTIVE,0.135,151.579
2026-01-03T07:55:10.142387Z,INTERACTIVE,0.138,154.538
2026-01-03T07:55:10.266205Z,INTERACTIVE,0.142,157.503
2026-01-03T07:55:10.407588Z,INTERACTIVE,0.147,160.472
2026-01-03T07:55:10.545613Z,INTERACTIVE,0.152,160.478
2026-01-03T07:55:10.702416Z,INTERACTIVE,0.156,160.482
2026-01-03T07:55:10.825063Z,INTERACTIVE,0.153,160.484
2026-01-03T07:55:10.933952Z,INTERACTIVE,0.145,157.759
2026-01-03T07:55:11.075570Z,INTERACTIVE,0.136,152.029
2026-01-03T07:55:11.262068Z,INTERACTIVE,0.128,142.636
2026-01-03T07:55:11.480480Z,INTERACTIVE,0.12,129.24
2026-01-03T07:55:11.619987Z,INTERACTIVE,0.116,115.846
2026-01-03T07:55:11.764331Z,INTERACTIVE,0.116,105.176
2026-01-03T07:55:11.887824Z,INTERACTIVE,0.117,97.512
2026-01-03T07:55:12.012473Z,PASSIVE,0.119,93.51
2026-01-03T07:55:12.139847Z,INTERACTIVE,0.123,93.512
2026-01-03T07:55:12.261786Z,PASSIVE,0.125,93.517
2026-01-03T07:55:12.478976Z,PASSIVE,0.128,93.527
2026-01-03T07:55:12.602045Z,PASSIVE,0.13,93.541
2026-01-03T07:55:12.727043Z,PASSIVE,0.132,87.945
2026-01-03T07:55:12.852204Z,PASSIVE,0.13,82.353
2026-01-03T07:55:12.976230Z,PASSIVE,0.128,76.749
2026-01-03T07:55:13.101990Z,LECTURING,0.126,71.135
2026-01-03T07:55:13.227029Z,LECTURING,0.126,65.513
2026-01-03T07:55:13.349164Z,LECTURING,0.125,65.508
2026-01-03T07:55:13.473459Z,LECTURING,0.123,65.5
2026-01-03T07:55:13.598319Z,LECTURING,0.122,65.51
2026-01-03T07:55:13.722570Z,PASSIVE,0.121,65.508
2026-01-03T07:55:13.846285Z,PASSIVE,0.117,53.48
2026-01-03T07:55:13.971424Z,PASSIVE,0.115,41.443
2026-01-03T07:55:14.095363Z,PASSIVE,0.112,29.465
2026-01-03T07:55:14.203598Z,PASSIVE,0.109,28.937
2026-01-03T07:55:14.313492Z,PASSIVE,0.107,34.326
2026-01-03T07:55:14.437230Z,PASSIVE,0.105,51.741
2026-01-03T07:55:14.560968Z,PASSIVE,0.104,73.234
2026-01-03T07:55:14.686342Z,PASSIVE,0.105,98.341
2026-01-03T07:55:14.794580Z,PASSIVE,0.107,114.987
2026-01-03T07:55:15.158461Z,LECTURING,0.109,125.732
2026-01-03T07:55:15.728926Z,LECTURING,0.111,136.478
2026-01-03T07:55:16.227943Z,LECTURING,0.111,143.145
2026-01-03T07:55:16.835655Z,LECTURING,0.114,148.907
2026-01-03T07:55:17.409424Z,LECTURING,0.116,151.673
2026-01-03T07:55:17.969076Z,PASSIVE,0.117,156.928
2026-01-03T07:55:18.168255Z,PASSIVE,0.119,162.192
2026-01-03T07:55:18.277551Z,PASSIVE,0.121,167.456
2026-01-03T07:55:18.398868Z,PASSIVE,0.119,169.948
2026-01-03T07:55:18.538345Z,PASSIVE,0.118,172.441
2026-01-03T07:55:18.738809Z,PASSIVE,0.117,172.439
2026-01-03T07:55:18.865469Z,PASSIVE,0.117,172.43
2026-01-03T07:55:19.003098Z,PASSIVE,0.118,172.421
2026-01-03T07:55:19.143897Z,PASSIVE,0.118,172.412
2026-01-03T07:55:19.269417Z,PASSIVE,0.12,174.968
2026-01-03T07:55:19.392355Z,PASSIVE,0.12,177.53
2026-01-03T07:55:19.516356Z,PASSIVE,0.121,180.093
2026-01-03T07:55:19.640065Z,PASSIVE,0.122,182.658
2026-01-03T07:55:19.780595Z,PASSIVE,0.122,185.225
2026-01-03T07:55:19.904351Z,PASSIVE,0.124,187.45
2026-01-03T07:55:20.030230Z,PASSIVE,0.126,189.675
2026-01-03T07:55:20.156801Z,PASSIVE,0.126,194.158
2026-01-03T07:55:20.281806Z,PASSIVE,0.124,200.63
2026-01-03T07:55:20.406552Z,PASSIVE,0.123,205.252
2026-01-03T07:55:20.529343Z,PASSIVE,0.119,207.658
2026-01-03T07:55:20.653566Z,PASSIVE,0.117,212.043
2026-01-03T07:55:20.775432Z,LECTURING,0.114,212.217
2026-01-03T07:55:20.899735Z,LECTURING,0.115,208.188
2026-01-03T07:55:21.026627Z,LECTURING,0.114,203.853
2026-01-03T07:55:21.152047Z,LECTURING,0.113,199.509
2026-01-03T07:55:21.275831Z,PASSIVE,0.113,193.185
2026-01-03T07:55:21.400663Z,PASSIVE,0.114,188.814
2026-01-03T07:55:21.525792Z,PASSIVE,0.11,184.311
2026-01-03T07:55:21.666433Z,PASSIVE,0.108,181.965
2026-01-03T07:55:21.790191Z,PASSIVE,0.106,179.641
2026-01-03T07:55:21.916272Z,PASSIVE,0.104,177.32
2026-01-03T07:55:22.041427Z,PASSIVE,0.103,177.47
2026-01-03T07:55:22.165437Z,PASSIVE,0.106,182.157
2026-01-03T07:55:22.289488Z,PASSIVE,0.108,189.047
2026-01-03T07:55:22.415398Z,PASSIVE,0.111,195.913
2026-01-03T07:55:22.539793Z,PASSIVE,0.113,202.777
2026-01-03T07:55:22.683613Z,PASSIVE,0.117,207.17
2026-01-03T07:55:22.806299Z,PASSIVE,0.119,211.314
2026-01-03T07:55:22.931480Z,PASSIVE,0.122,211.248
2026-01-03T07:55:23.055298Z,PASSIVE,0.124,213.186
2026-01-03T07:55:23.274155Z,PASSIVE,0.125,215.124
2026-01-03T07:55:23.397770Z,PASSIVE,0.126,219.028
2026-01-03T07:55:23.522630Z,PASSIVE,0.128,220.994
2026-01-03T07:55:23.645579Z,PASSIVE,0.13,222.935
2026-01-03T07:55:23.770563Z,PASSIVE,0.134,222.872
2026-01-03T07:55:23.895377Z,PASSIVE,0.138,220.813
2026-01-03T07:55:24.020563Z,PASSIVE,0.139,214.57
2026-01-03T07:55:24.144560Z,PASSIVE,0.141,208.325
2026-01-03T07:55:24.268385Z,PASSIVE,0.141,201.864
2026-01-03T07:55:24.393005Z,PASSIVE,0.14,192.904
2026-01-03T07:55:24.531072Z,PASSIVE,0.14,185.938
2026-01-03T07:55:24.654200Z,PASSIVE,0.138,181.189
2026-01-03T07:55:24.777756Z,INTERACTIVE,0.138,176.443
2026-01-03T07:55:24.918314Z,INTERACTIVE,0.138,173.943
2026-01-03T07:55:25.042040Z,INTERACTIVE,0.139,173.942
2026-01-03T07:55:25.150857Z,INTERACTIVE,0.14,173.943
2026-01-03T07:55:25.275259Z,INTERACTIVE,0.141,173.94
2026-01-03T07:55:25.383351Z,LECTURING,0.141,173.935
2026-01-03T07:55:25.506262Z,LECTURING,0.141,171.433
2026-01-03T07:55:25.616288Z,LECTURING,0.137,168.932
2026-01-03T07:55:25.740910Z,LECTURING,0.135,163.534
2026-01-03T07:55:25.866752Z,LECTURING,0.133,155.105
2026-01-03T07:55:25.993893Z,LECTURING,0.133,143.016
2026-01-03T07:55:26.102793Z,LECTURING,0.131,133.421
2026-01-03T07:55:26.228502Z,LECTURING,0.132,123.827
2026-01-03T07:55:26.352170Z,LECTURING,0.133,117.129
2026-01-03T07:55:26.491155Z,LECTURING,0.133,113.381
2026-01-03T07:55:26.599593Z,LECTURING,0.132,116.865
2026-01-03T07:55:26.726247Z,PASSIVE,0.132,120.188
2026-01-03T07:55:26.853588Z,PASSIVE,0.133,123.512
2026-01-03T07:55:26.978283Z,PASSIVE,0.131,123.202
2026-01-03T07:55:27.102143Z,PASSIVE,0.128,122.973
2026-01-03T07:55:27.305346Z,PASSIVE,0.124,122.87
2026-01-03T07:55:27.431225Z,PASSIVE,0.119,122.927
2026-01-03T07:55:27.572004Z,PASSIVE,0.113,122.986
2026-01-03T07:55:27.694094Z,PASSIVE,0.112,126.676
2026-01-03T07:55:27.802425Z,PASSIVE,0.109,130.369
2026-01-03T07:55:27.912521Z,PASSIVE,0.111,130.367
2026-01-03T07:55:28.022961Z,PASSIVE,0.112,130.365
2026-01-03T07:55:28.148022Z,PASSIVE,0.113,130.362
2026-01-03T07:55:28.291366Z,PASSIVE,0.113,130.362
2026-01-03T07:55:35.820736Z,PASSIVE,0.104,133.466
2026-01-03T07:55:35.945106Z,PASSIVE,0.092,136.569
2026-01-03T07:55:36.115540Z,PASSIVE,0.08,142.567
2026-01-03T07:55:36.225467Z,PASSIVE,0.067,148.566
2026-01-03T07:55:36.349994Z,PASSIVE,0.059,154.513
2026-01-03T07:55:36.458736Z,PASSIVE,0.062,157.358
2026-01-03T07:55:36.582632Z,PASSIVE,0.072,160.208
2026-01-03T07:55:36.676541Z,PASSIVE,0.085,160.163
2026-01-03T07:55:36.787333Z,PASSIVE,0.101,160.118
2026-01-03T07:55:36.914987Z,PASSIVE,0.113,157.139
2026-01-03T07:55:37.022978Z,PASSIVE,0.126,154.155
2026-01-03T07:55:37.146992Z,PASSIVE,0.135,151.17
2026-01-03T07:55:37.271932Z,PASSIVE,0.141,148.185
2026-01-03T07:55:37.398999Z,PASSIVE,0.146,145.203
2026-01-03T07:55:37.524645Z,INTERACTIVE,0.151,145.203
2026-01-03T07:55:37.691197Z,INTERACTIVE,0.154,142.237
2026-01-03T07:55:37.853698Z,INTERACTIVE,0.155,139.271
2026-01-03T07:55:37.947480Z,INTERACTIVE,0.16,136.304
2026-01-03T07:55:38.072928Z,INTERACTIVE,0.166,133.336
2026-01-03T07:55:38.182868Z,INTERACTIVE,0.172,130.373
2026-01-03T07:55:38.293974Z,INTERACTIVE,0.18,130.379
2026-01-03T07:55:38.419022Z,INTERACTIVE,0.19,130.385
2026-01-03T07:55:38.528896Z,INTERACTIVE,0.198,130.391
2026-01-03T07:55:38.654223Z,INTERACTIVE,0.204,130.397
2026-01-03T07:55:38.764257Z,INTERACTIVE,0.209,126.84
2026-01-03T07:55:38.889944Z,INTERACTIVE,0.211,123.284
2026-01-03T07:55:38.984273Z,INTERACTIVE,0.214,115.724
2026-01-03T07:55:39.109878Z,INTERACTIVE,0.215,108.163
2026-01-03T07:55:39.236217Z,INTERACTIVE,0.217,100.602
2026-01-03T07:55:39.359797Z,INTERACTIVE,0.221,96.6
2026-01-03T07:55:39.483835Z,INTERACTIVE,0.228,92.595
2026-01-03T07:55:39.605987Z,INTERACTIVE,0.234,86.97
2026-01-03T07:55:39.714865Z,INTERACTIVE,0.241,81.34
2026-01-03T07:55:39.824638Z,INTERACTIVE,0.243,63.829
2026-01-03T07:55:39.934340Z,INTERACTIVE,0.242,46.251
2026-01-03T07:55:40.042730Z,INTERACTIVE,0.236,28.585
2026-01-03T07:55:40.150566Z,INTERACTIVE,0.225,16.479
2026-01-03T07:55:40.257625Z,PASSIVE,0.21,4.378
2026-01-03T07:55:40.382319Z,PASSIVE,0.199,4.154
2026-01-03T07:55:40.476915Z,PASSIVE,0.188,3.962
2026-01-03T07:55:40.586945Z,PASSIVE,0.179,3.857
2026-01-03T07:55:40.696776Z,PASSIVE,0.173,3.826
2026-01-03T07:55:40.822942Z,PASSIVE,0.168,3.787
2026-01-03T07:55:40.946833Z,PASSIVE,0.164,3.775
2026-01-03T07:55:41.055801Z,PASSIVE,0.161,3.794
2026-01-03T07:55:41.151552Z,PASSIVE,0.159,3.805
2026-01-03T07:55:41.277195Z,PASSIVE,0.157,3.813
2026-01-03T07:55:41.401809Z,PASSIVE,0.152,3.825
2026-01-03T07:55:41.511538Z,PASSIVE,0.147,3.655
2026-01-03T07:55:41.619242Z,PASSIVE,0.14,3.485
2026-01-03T07:55:41.730842Z,PASSIVE,0.13,3.322
2026-01-03T07:55:41.838914Z,PASSIVE,0.121,3.114
2026-01-03T07:55:41.963765Z,PASSIVE,0.115,2.918
2026-01-03T07:55:42.071777Z,PASSIVE,0.11,2.871
2026-01-03T07:55:42.197730Z,PASSIVE,0.107,2.824
2026-01-03T07:55:42.306462Z,PASSIVE,0.104,2.772
2026-01-03T07:55:42.432937Z,PASSIVE,0.103,2.759
2026-01-03T07:55:42.541331Z,PASSIVE,0.102,2.74
2026-01-03T07:55:42.664730Z,PASSIVE,0.099,2.716
2026-01-03T07:55:42.790720Z,PASSIVE,0.095,2.701
2026-01-03T07:55:42.913786Z,PASSIVE,0.091,2.69
2026-01-03T07:55:43.008019Z,PASSIVE,0.087,2.687
2026-01-03T07:55:43.132407Z,PASSIVE,0.083,2.694
2026-01-03T07:55:43.226273Z,PASSIVE,0.083,2.735
2026-01-03T07:55:43.349842Z,PASSIVE,0.084,2.796
2026-01-03T07:55:43.459988Z,PASSIVE,0.091,3.091
2026-01-03T07:55:43.585863Z,PASSIVE,0.103,3.39
2026-01-03T07:55:43.710265Z,PASSIVE,0.121,3.671
2026-01-03T07:55:43.847843Z,INTERACTIVE,0.141,4.003
2026-01-03T07:55:43.972043Z,INTERACTIVE,0.162,4.307
2026-01-03T07:55:44.084251Z,INTERACTIVE,0.178,4.374
2026-01-03T07:55:44.192991Z,INTERACTIVE,0.192,4.445
2026-01-03T07:55:44.317653Z,INTERACTIVE,0.198,4.507
2026-01-03T07:55:44.442947Z,INTERACTIVE,0.207,4.517
2026-01-03T07:55:44.616464Z,INTERACTIVE,0.22,4.865
2026-01-03T07:55:44.740132Z,INTERACTIVE,0.242,16.513
2026-01-03T07:55:44.879755Z,INTERACTIVE,0.269,33.614
2026-01-03T07:55:45.019380Z,INTERACTIVE,0.296,54.601
2026-01-03T07:55:45.145609Z,INTERACTIVE,0.322,75.573
2026-01-03T07:55:45.255458Z,INTERACTIVE,0.344,96.212
2026-01-03T07:55:45.378717Z,INTERACTIVE,0.363,105.579
2026-01-03T07:55:45.503689Z,INTERACTIVE,0.376,109.476
2026-01-03T07:55:45.629575Z,INTERACTIVE,0.392,109.498
2026-01-03T07:55:45.739166Z,INTERACTIVE,0.404,109.509
2026-01-03T07:55:45.863933Z,INTERACTIVE,0.415,113.289
2026-01-03T07:55:45.988038Z,INTERACTIVE,0.421,117.043
2026-01-03T07:55:46.112112Z,INTERACTIVE,0.427,120.803
2026-01-03T07:55:46.236745Z,INTERACTIVE,0.432,124.573
2026-01-03T07:55:46.362381Z,INTERACTIVE,0.437,128.349
2026-01-03T07:55:46.486047Z,INTERACTIVE,0.443,128.358
2026-01-03T07:55:46.597942Z,INTERACTIVE,0.45,128.367
2026-01-03T07:55:46.721012Z,INTERACTIVE,0.456,128.375
2026-01-03T07:55:46.829796Z,INTERACTIVE,0.459,128.379
2026-01-03T07:55:46.940999Z,INTERACTIVE,0.463,128.382
2026-01-03T07:55:47.067431Z,INTERACTIVE,0.459,128.379
2026-01-03T07:55:47.176834Z,INTERACTIVE,0.451,128.377
2026-01-03T07:55:47.299737Z,INTERACTIVE,0.435,128.374
2026-01-03T07:55:47.408521Z,INTERACTIVE,0.417,128.364
2026-01-03T07:55:47.532890Z,INTERACTIVE,0.399,128.355
2026-01-03T07:55:47.672009Z,INTERACTIVE,0.383,128.351
2026-01-03T07:55:47.796894Z,INTERACTIVE,0.37,128.347
2026-01-03T07:55:47.922933Z,INTERACTIVE,0.364,128.344
2026-01-03T07:55:48.049027Z,INTERACTIVE,0.355,128.343
2026-01-03T07:55:48.175892Z,INTERACTIVE,0.339,128.329
2026-01-03T07:55:48.300744Z,INTERACTIVE,0.317,124.825
2026-01-03T07:55:48.425102Z,INTERACTIVE,0.289,117.468
2026-01-03T07:55:48.533237Z,INTERACTIVE,0.262,104.846
2026-01-03T07:55:48.657735Z,INTERACTIVE,0.237,92.225
2026-01-03T07:55:48.799356Z,INTERACTIVE,0.219,79.603
2026-01-03T07:55:48.938932Z,INTERACTIVE,0.205,70.476
2026-01-03T07:55:49.063878Z,PASSIVE,0.195,65.193
2026-01-03T07:55:49.173447Z,PASSIVE,0.182,65.163
2026-01-03T07:55:49.299201Z,PASSIVE,0.173,65.122
2026-01-03T07:55:49.421975Z,PASSIVE,0.164,53.132
2026-01-03T07:55:49.531065Z,PASSIVE,0.159,41.13
2026-01-03T07:55:49.656843Z,PASSIVE,0.153,29.128
2026-01-03T07:55:49.766714Z,PASSIVE,0.146,16.95
2026-01-03T07:55:49.876340Z,PASSIVE,0.14,4.734
2026-01-03T07:55:50.081100Z,PASSIVE,0.132,4.482
2026-01-03T07:55:50.235685Z,PASSIVE,0.123,4.237
2026-01-03T07:55:50.357639Z,PASSIVE,0.115,3.999
2026-01-03T07:55:50.480912Z,PASSIVE,0.109,3.808
2026-01-03T07:55:50.592433Z,PASSIVE,0.103,3.66
2026-01-03T07:55:50.854727Z,PASSIVE,0.099,3.454
2026-01-03T07:55:51.008707Z,PASSIVE,0.096,3.261
2026-01-03T07:55:51.131726Z,PASSIVE,0.095,3.122
2026-01-03T07:55:51.289184Z,PASSIVE,0.096,3.118
2026-01-03T07:55:51.413195Z,PASSIVE,0.098,3.12
2026-01-03T07:55:51.521915Z,PASSIVE,0.099,3.193
2026-01-03T07:55:51.631516Z,PASSIVE,0.101,3.286
2026-01-03T07:55:51.754570Z,PASSIVE,0.101,3.344
2026-01-03T07:55:51.865178Z,PASSIVE,0.103,3.421
2026-01-03T07:55:52.022753Z,PASSIVE,0.106,15.711
2026-01-03T07:55:52.209253Z,PASSIVE,0.108,27.991
2026-01-03T07:55:52.378796Z,PASSIVE,0.108,40.245
2026-01-03T07:55:52.521096Z,PASSIVE,0.111,52.502
2026-01-03T07:55:52.645079Z,PASSIVE,0.114,64.738
2026-01-03T07:55:52.757351Z,PASSIVE,0.113,64.749
2026-01-03T07:55:52.877975Z,PASSIVE,0.111,64.762
2026-01-03T07:55:53.002574Z,PASSIVE,0.111,64.753
2026-01-03T07:55:53.126054Z,PASSIVE,0.107,64.723
2026-01-03T07:55:53.268957Z,PASSIVE,0.105,64.7
2026-01-03T07:55:53.407896Z,PASSIVE,0.104,64.692
2026-01-03T07:55:53.517513Z,PASSIVE,0.106,64.675
2026-01-03T07:55:53.642286Z,PASSIVE,0.108,70.277
2026-01-03T07:55:53.766566Z,PASSIVE,0.111,75.884
2026-01-03T07:55:53.935215Z,PASSIVE,0.112,81.49
2026-01-03T07:55:54.079843Z,PASSIVE,0.114,87.094
2026-01-03T07:55:54.282663Z,PASSIVE,0.115,92.705
2026-01-03T07:55:54.420679Z,PASSIVE,0.116,92.706
2026-01-03T07:55:54.560715Z,PASSIVE,0.116,92.708
2026-01-03T07:55:54.672530Z,PASSIVE,0.116,92.708
2026-01-03T07:55:54.796519Z,PASSIVE,0.115,92.708
2026-01-03T07:55:54.935036Z,PASSIVE,0.114,92.706
2026-01-03T07:55:55.061700Z,PASSIVE,0.112,92.704
2026-01-03T07:55:55.171799Z,PASSIVE,0.11,92.703
2026-01-03T07:55:55.295342Z,PASSIVE,0.107,92.702
2026-01-03T07:55:55.419980Z,PASSIVE,0.107,92.703
2026-01-03T07:55:55.545419Z,PASSIVE,0.107,92.703
2026-01-03T07:55:55.669660Z,PASSIVE,0.109,92.705
2026-01-03T07:55:55.825463Z,PASSIVE,0.11,92.705
2026-01-03T07:55:55.933121Z,PASSIVE,0.109,87.042
2026-01-03T07:55:56.057113Z,PASSIVE,0.107,81.375
2026-01-03T07:55:56.215971Z,PASSIVE,0.107,75.719
2026-01-03T07:55:56.339646Z,PASSIVE,0.105,70.083
2026-01-03T07:55:56.479381Z,PASSIVE,0.106,64.446
2026-01-03T07:55:56.621120Z,PASSIVE,0.11,64.463
2026-01-03T07:55:56.744387Z,PASSIVE,0.113,64.484
2026-01-03T07:55:56.869777Z,PASSIVE,0.115,64.493
2026-01-03T07:55:56.994248Z,PASSIVE,0.117,64.481
2026-01-03T07:55:57.132225Z,PASSIVE,0.116,64.47
2026-01-03T07:55:57.257447Z,PASSIVE,0.113,64.469
2026-01-03T07:55:57.397513Z,PASSIVE,0.11,64.458
2026-01-03T07:55:57.522848Z,PASSIVE,0.107,52.269
2026-01-03T07:55:57.647536Z,PASSIVE,0.104,40.091
2026-01-03T07:55:57.770551Z,PASSIVE,0.103,27.895
2026-01-03T07:55:57.913167Z,PASSIVE,0.102,15.7
2026-01-03T07:55:58.118617Z,PASSIVE,0.105,3.499
2026-01-03T07:55:58.241831Z,PASSIVE,0.108,3.478
2026-01-03T07:55:58.364912Z,PASSIVE,0.111,3.444
2026-01-03T07:55:58.489678Z,PASSIVE,0.115,3.437
2026-01-03T07:55:58.614811Z,PASSIVE,0.12,3.454
2026-01-03T07:55:58.740435Z,PASSIVE,0.123,3.509
2026-01-03T07:55:58.862985Z,PASSIVE,0.125,3.575
2026-01-03T07:55:58.990045Z,PASSIVE,0.126,3.601
2026-01-03T07:55:59.112628Z,PASSIVE,0.126,15.699
2026-01-03T07:55:59.238563Z,PASSIVE,0.124,33.379
2026-01-03T07:55:59.428054Z,PASSIVE,0.121,51.036
2026-01-03T07:55:59.567911Z,PASSIVE,0.121,68.687
2026-01-03T07:55:59.707461Z,PASSIVE,0.121,86.379
2026-01-03T07:55:59.833446Z,PASSIVE,0.123,91.989
2026-01-03T07:55:59.957665Z,PASSIVE,0.128,91.993
2026-01-03T07:56:00.083912Z,PASSIVE,0.131,91.996
2026-01-03T07:56:00.254455Z,PASSIVE,0.13,91.993
2026-01-03T07:56:00.470872Z,PASSIVE,0.131,91.99
2026-01-03T07:56:00.660361Z,PASSIVE,0.129,91.988
2026-01-03T07:56:00.813950Z,PASSIVE,0.125,91.987
2026-01-03T07:56:00.937597Z,PASSIVE,0.124,91.987
2026-01-03T07:56:01.062227Z,PASSIVE,0.125,91.989
2026-01-03T07:56:01.204233Z,PASSIVE,0.126,91.992
2026-01-03T07:56:01.330537Z,PASSIVE,0.127,91.998
2026-01-03T07:56:01.453572Z,PASSIVE,0.129,92.006
2026-01-03T07:56:01.576653Z,PASSIVE,0.13,92.016
2026-01-03T07:56:01.714985Z,PASSIVE,0.13,92.03
2026-01-03T07:56:01.902854Z,PASSIVE,0.129,92.043
2026-01-03T07:56:02.028605Z,PASSIVE,0.128,92.061
2026-01-03T07:56:02.151630Z,PASSIVE,0.125,92.077
2026-01-03T07:56:02.278157Z,PASSIVE,0.12,92.09
2026-01-03T07:56:02.402079Z,PASSIVE,0.116,92.103
2026-01-03T07:56:02.526855Z,PASSIVE,0.111,92.116
2026-01-03T07:56:02.651690Z,INTERACTIVE,0.105,92.12
2026-01-03T07:56:02.777383Z,INTERACTIVE,0.104,92.124
2026-01-03T07:56:02.900502Z,INTERACTIVE,0.105,92.127
