frame,time_sec,student_id,avg_pitch,ratio_head_down,ratio_head_on_desk,ratio_lean_forward,ratio_writing_like,pitch_delta_mean,pitch_delta_std,label_engaged
600,19.97,342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
600,19.97,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
600,19.97,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
600,19.97,292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
600,19.97,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
600,19.97,307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
600,19.97,189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
610,20.3,1,40.25394963499679,1.0,0.0,0.0,1.0,0.0,0.0,
610,20.3,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
610,20.3,333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
610,20.3,164,36.561209086386015,0.9866666666666668,0.0,0.0,0.9866666666666668,0.0,0.0,1.0
610,20.3,448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
610,20.3,430,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
610,20.3,342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
610,20.3,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
610,20.3,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
610,20.3,292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
610,20.3,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
610,20.3,189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
610,20.3,307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
620,20.63,1,40.577773184891214,1.0,0.0,0.0,1.0,0.0,0.0,
620,20.63,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
620,20.63,333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
620,20.63,164,37.313131313131294,1.0,0.0,0.0,1.0,0.0,0.0,1.0
620,20.63,448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
620,20.63,430,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
620,20.63,342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
620,20.63,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
620,20.63,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
620,20.63,292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
620,20.63,307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
620,20.63,189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
620,20.63,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
630,20.97,1,40.7711963875056,1.0,0.0,0.0,1.0,0.0,0.0,
630,20.97,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
630,20.97,333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
630,20.97,164,37.38082022818376,1.0,0.0,0.0,1.0,0.0,0.0,1.0
630,20.97,448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
630,20.97,342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
630,20.97,430,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
630,20.97,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
630,20.97,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
630,20.97,292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
630,20.97,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
630,20.97,307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
630,20.97,189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
640,21.3,1,40.83348440190072,1.0,0.0,0.0,1.0,0.0,0.0,
640,21.3,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
640,21.3,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
640,21.3,333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
640,21.3,164,37.262682327437176,1.0,0.0,0.0,1.0,0.0,0.0,1.0
640,21.3,448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
640,21.3,342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
640,21.3,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
640,21.3,430,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
640,21.3,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
640,21.3,470,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
640,21.3,292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
640,21.3,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
640,21.3,189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
640,21.3,307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
650,21.63,478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
650,21.63,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
650,21.63,333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
650,21.63,164,37.15552378549602,1.0,0.0,0.0,1.0,0.0,0.0,1.0
650,21.63,476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
650,21.63,448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
650,21.63,342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
650,21.63,430,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
650,21.63,470,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
650,21.63,292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
650,21.63,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
650,21.63,307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
650,21.63,189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
660,21.97,478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
660,21.97,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
660,21.97,333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
660,21.97,164,36.62754837925975,0.9866666666666668,0.0,0.0,0.9866666666666668,0.0,0.0,1.0
660,21.97,476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
660,21.97,448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
660,21.97,342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
660,21.97,470,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
660,21.97,292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
660,21.97,234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
660,21.97,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
660,21.97,189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
660,21.97,307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
670,22.3,1,40.88254645096277,1.0,0.0,0.0,1.0,0.0,0.0,
670,22.3,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
670,22.3,476,2.705882352941176,0.0666666666666666,0.0,0.0,0.0666666666666666,0.0,0.0,
670,22.3,164,33.14694400059801,0.8933333333333333,0.0,0.0,0.8933333333333333,0.0,0.0,1.0
670,22.3,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
670,22.3,333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
670,22.3,448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
670,22.3,342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
670,22.3,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
670,22.3,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
670,22.3,470,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
670,22.3,292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
670,22.3,234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
670,22.3,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
670,22.3,307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
670,22.3,189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
680,22.63,1,40.87427925519557,1.0,0.0,0.0,1.0,0.0,0.0,
680,22.63,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
680,22.63,164,32.67614535736644,0.88,0.0,0.0,0.88,0.0,0.0,1.0
680,22.63,476,7.9852594884107475,0.2,0.0,0.0,0.2,0.0,0.0,
680,22.63,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
680,22.63,333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
680,22.63,342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
680,22.63,448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
680,22.63,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
680,22.63,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
680,22.63,470,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
680,22.63,234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
680,22.63,292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
680,22.63,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
680,22.63,307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
680,22.63,189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
690,22.97,1,40.92652793244426,1.0,0.0,0.0,1.0,0.0,0.0,
690,22.97,476,12.396967436547266,0.32,0.0,0.0,0.32,0.0,0.0,
690,22.97,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
690,22.97,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
690,22.97,333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
690,22.97,164,28.70624094786907,0.7733333333333333,0.0,0.0,0.7733333333333333,0.0,0.0,1.0
690,22.97,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
690,22.97,448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
690,22.97,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
690,22.97,470,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
690,22.97,292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
690,22.97,234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
690,22.97,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
690,22.97,307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
690,22.97,189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
700,23.3,1,40.84801687681826,1.0,0.0,0.0,1.0,0.0,0.0,
700,23.3,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
700,23.3,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
700,23.3,476,16.286937772953323,0.4333333333333333,0.0,0.0,0.4333333333333333,0.0,0.0,
700,23.3,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
700,23.3,333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
700,23.3,342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
700,23.3,448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
700,23.3,470,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
700,23.3,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
700,23.3,442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
700,23.3,292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
700,23.3,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
700,23.3,307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
700,23.3,189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
710,23.63,1,40.65179509100249,1.0,0.0,0.0,1.0,0.0,0.0,
710,23.63,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
710,23.63,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
710,23.63,333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
710,23.63,476,18.548788747982204,0.5,0.0,0.0,0.5,0.0,0.0,
710,23.63,342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
710,23.63,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
710,23.63,448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
710,23.63,470,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
710,23.63,442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
710,23.63,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
710,23.63,292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
710,23.63,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
710,23.63,234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
710,23.63,307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
710,23.63,189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
720,23.97,1,40.53728511241684,1.0,0.0,0.0,1.0,0.0,0.0,
720,23.97,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
720,23.97,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
720,23.97,476,17.31220283145005,0.4666666666666667,0.0,0.0,0.4666666666666667,0.0,0.0,
720,23.97,333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
720,23.97,448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
720,23.97,342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
720,23.97,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
720,23.97,485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
720,23.97,470,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
720,23.97,442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
720,23.97,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
720,23.97,292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
720,23.97,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
720,23.97,307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
720,23.97,189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
730,24.3,1,40.26478687688548,1.0,0.0,0.0,1.0,0.0,0.0,
730,24.3,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
730,24.3,476,21.9533375832231,0.5866666666666667,0.0,0.0,0.5866666666666667,0.0,0.0,
730,24.3,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
730,24.3,490,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
730,24.3,448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
730,24.3,333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
730,24.3,342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
730,24.3,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
730,24.3,442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
730,24.3,470,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
730,24.3,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
730,24.3,292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
730,24.3,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
730,24.3,307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
730,24.3,189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
740,24.63,1,40.194696708298814,1.0,0.0,0.0,1.0,0.0,0.0,
740,24.63,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
740,24.63,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
740,24.63,476,26.51275787307817,0.7066666666666667,0.0,0.0,0.7066666666666667,0.0,0.0,
740,24.63,448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
740,24.63,333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
740,24.63,342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
740,24.63,490,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
740,24.63,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
740,24.63,470,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
740,24.63,292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
740,24.63,442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
740,24.63,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
740,24.63,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
740,24.63,307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
740,24.63,189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
750,24.97,1,40.09584938451733,1.0,0.0,0.0,1.0,0.0,0.0,
750,24.97,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
750,24.97,476,26.32175423103216,0.7066666666666667,0.0,0.0,0.7066666666666667,0.0,0.0,
750,24.97,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
750,24.97,448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
750,24.97,333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
750,24.97,342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
750,24.97,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
750,24.97,470,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
750,24.97,292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
750,24.97,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
750,24.97,442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
750,24.97,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
750,24.97,307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
750,24.97,189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
760,25.3,1,40.03271807138603,1.0,0.0,0.0,1.0,0.0,0.0,
760,25.3,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
760,25.3,476,29.20911520317309,0.7866666666666666,0.0,0.0,0.7866666666666666,0.0,0.0,
760,25.3,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
760,25.3,448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
760,25.3,333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
760,25.3,342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
760,25.3,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
760,25.3,470,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
760,25.3,292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
760,25.3,491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
760,25.3,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
760,25.3,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
760,25.3,442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
760,25.3,189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
760,25.3,307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
770,25.63,1,39.95064736431532,1.0,0.0,0.0,1.0,0.0,0.0,
770,25.63,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
770,25.63,476,27.78865992134526,0.7466666666666667,0.0,0.0,0.7466666666666667,0.0,0.0,
770,25.63,333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
770,25.63,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
770,25.63,448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
770,25.63,342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
770,25.63,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
770,25.63,470,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
770,25.63,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
770,25.63,292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
770,25.63,442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
770,25.63,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
770,25.63,234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
770,25.63,307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
770,25.63,189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
780,25.97,1,39.87899332391128,1.0,0.0,0.0,1.0,0.0,0.0,
780,25.97,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
780,25.97,476,27.81036084979337,0.7466666666666667,0.0,0.0,0.7466666666666667,0.0,0.0,
780,25.97,496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
780,25.97,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
780,25.97,333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
780,25.97,490,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
780,25.97,448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
780,25.97,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
780,25.97,470,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
780,25.97,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
780,25.97,442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
780,25.97,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
780,25.97,307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
780,25.97,189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
790,26.3,1,39.83462102953898,1.0,0.0,0.0,1.0,0.0,0.0,
790,26.3,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
790,26.3,333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
790,26.3,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
790,26.3,496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
790,26.3,342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
790,26.3,490,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
790,26.3,448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
790,26.3,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
790,26.3,470,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
790,26.3,442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
790,26.3,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
790,26.3,520,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
790,26.3,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
790,26.3,307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
790,26.3,189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
800,26.63,1,39.795454545454525,1.0,0.0,0.0,1.0,0.0,0.0,
800,26.63,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
800,26.63,333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
800,26.63,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
800,26.63,490,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
800,26.63,342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
800,26.63,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800,26.63,448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
800,26.63,470,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
800,26.63,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
800,26.63,292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800,26.63,520,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
800,26.63,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
800,26.63,442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
800,26.63,189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
800,26.63,307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
810,26.97,1,39.7779963092463,1.0,0.0,0.0,1.0,0.0,0.0,
810,26.97,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
810,26.97,490,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
810,26.97,333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
810,26.97,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
810,26.97,342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
810,26.97,448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
810,26.97,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
810,26.97,470,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
810,26.97,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
810,26.97,292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
810,26.97,520,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
810,26.97,442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
810,26.97,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
810,26.97,189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
810,26.97,307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
820,27.3,1,39.86259226884226,1.0,0.0,0.0,1.0,0.0,0.0,
820,27.3,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
820,27.3,333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
820,27.3,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
820,27.3,342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
820,27.3,448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
820,27.3,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
820,27.3,490,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
820,27.3,292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
820,27.3,470,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
820,27.3,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
820,27.3,520,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
820,27.3,442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
820,27.3,189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
820,27.3,307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
830,27.63,1,40.03008812290527,1.0,0.0,0.0,1.0,0.0,0.0,
830,27.63,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
830,27.63,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
830,27.63,333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
830,27.63,448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
830,27.63,342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
830,27.63,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830,27.63,292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830,27.63,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
830,27.63,470,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
830,27.63,520,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
830,27.63,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
830,27.63,442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
830,27.63,234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
830,27.63,307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
830,27.63,189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
840,27.97,1,40.239194108130654,1.0,0.0,0.0,1.0,0.0,0.0,
840,27.97,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
840,27.97,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
840,27.97,333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
840,27.97,448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
