frame,time_sec,student_id,avg_pitch,ratio_head_down,ratio_head_on_desk,ratio_lean_forward,ratio_writing_like,pitch_delta_mean,pitch_delta_std,label_engaged
840,27.97,342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
840,27.97,292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840,27.97,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840,27.97,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
840,27.97,470,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
840,27.97,520,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
840,27.97,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
840,27.97,442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
840,27.97,234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
840,27.97,307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
850,28.3,1,40.441214310150855,1.0,0.0,0.0,1.0,0.0,0.0,
850,28.3,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
850,28.3,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
850,28.3,333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
850,28.3,448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
850,28.3,292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
850,28.3,342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
850,28.3,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
850,28.3,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
850,28.3,470,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
850,28.3,520,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
850,28.3,234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
850,28.3,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
850,28.3,442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
850,28.3,307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
860,28.63,1,40.56242643136299,1.0,0.0,0.0,1.0,0.0,0.0,
860,28.63,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
860,28.63,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
860,28.63,333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
860,28.63,448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
860,28.63,342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
860,28.63,292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
860,28.63,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
860,28.63,470,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
860,28.63,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
860,28.63,520,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
860,28.63,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
860,28.63,442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
860,28.63,307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
870,28.97,1,40.59269930939705,1.0,0.0,0.0,1.0,0.0,0.0,
870,28.97,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
870,28.97,333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
870,28.97,448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
870,28.97,342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
870,28.97,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
870,28.97,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
870,28.97,292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
870,28.97,470,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
870,28.97,520,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
870,28.97,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
870,28.97,442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
870,28.97,534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
870,28.97,307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
880,29.3,1,40.47589572021443,1.0,0.0,0.0,1.0,0.0,0.0,
880,29.3,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
880,29.3,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
880,29.3,333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
880,29.3,342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
880,29.3,448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
880,29.3,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
880,29.3,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
880,29.3,292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
880,29.3,470,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
880,29.3,520,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
880,29.3,442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
880,29.3,307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
890,29.63,1,40.17661890661388,1.0,0.0,0.0,1.0,0.0,0.0,
890,29.63,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
890,29.63,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
890,29.63,342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
890,29.63,333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
890,29.63,448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
890,29.63,554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
890,29.63,559,13.708677685950413,0.2727272727272727,0.0,0.0,0.2727272727272727,0.0,0.0,
890,29.63,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
890,29.63,292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
890,29.63,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
890,29.63,470,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
890,29.63,520,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
890,29.63,442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
890,29.63,307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
900,29.97,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
900,29.97,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
900,29.97,333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
900,29.97,448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
900,29.97,342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
900,29.97,554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
900,29.97,366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
900,29.97,559,9.518398268398268,0.238095238095238,0.0,0.0,0.238095238095238,0.0,0.0,
900,29.97,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
900,29.97,292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
900,29.97,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
900,29.97,470,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
900,29.97,520,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
900,29.97,442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
900,29.97,307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
910,30.3,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
910,30.3,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
910,30.3,333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
910,30.3,448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
910,30.3,342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
910,30.3,559,14.0855183715715,0.4838709677419355,0.0,0.0,0.4838709677419355,0.0,0.0,
910,30.3,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
910,30.3,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
910,30.3,292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
910,30.3,520,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
910,30.3,470,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
910,30.3,442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
910,30.3,554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
910,30.3,307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
920,30.63,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
920,30.63,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
920,30.63,333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
920,30.63,578,36.16454399063094,1.0,0.0,0.0,1.0,0.0,0.0,
920,30.63,342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
920,30.63,448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
920,30.63,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
920,30.63,559,15.262135341941653,0.5853658536585366,0.0,0.0,0.5853658536585366,0.0,0.0,
920,30.63,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
920,30.63,292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
920,30.63,470,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
920,30.63,520,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
920,30.63,534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
920,30.63,307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
930,30.97,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
930,30.97,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
930,30.97,366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
930,30.97,333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
930,30.97,448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
930,30.97,578,34.609363943129104,1.0,0.0,0.0,1.0,0.0,0.0,
930,30.97,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
930,30.97,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
930,30.97,342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
930,30.97,292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
930,30.97,470,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
930,30.97,520,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
930,30.97,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
930,30.97,534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
930,30.97,307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
940,31.3,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
940,31.3,366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
940,31.3,333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
940,31.3,448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
940,31.3,578,34.21015803093659,1.0,0.0,0.0,1.0,0.0,0.0,
940,31.3,342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
940,31.3,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
940,31.3,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
940,31.3,292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
940,31.3,470,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
940,31.3,520,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
940,31.3,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
940,31.3,534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
940,31.3,307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
950,31.63,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
950,31.63,333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
950,31.63,578,34.29857683354481,1.0,0.0,0.0,1.0,0.0,0.0,
950,31.63,342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
950,31.63,448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
950,31.63,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
950,31.63,559,15.55517555859553,0.6046511627906976,0.0,0.0,0.6046511627906976,0.0,0.0,
950,31.63,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
950,31.63,470,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
950,31.63,292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
950,31.63,520,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
950,31.63,534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
950,31.63,307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
960,31.97,593,42.05729234981369,1.0,0.0,0.0,0.0909090909090909,0.0,0.0,
960,31.97,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
960,31.97,333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
960,31.97,578,34.4033765199743,1.0,0.0,0.0,1.0,0.0,0.0,
960,31.97,448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
960,31.97,342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
960,31.97,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
960,31.97,559,16.688633000369958,0.6792452830188679,0.0,0.0,0.6792452830188679,0.0,0.0,
960,31.97,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
960,31.97,470,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
960,31.97,292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
960,31.97,520,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
960,31.97,534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
960,31.97,307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
970,32.3,593,42.09928532485386,1.0,0.0,0.0,0.5238095238095238,0.0,0.0,
970,32.3,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
970,32.3,333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
970,32.3,578,34.38236540671359,1.0,0.0,0.0,1.0,0.0,0.0,
970,32.3,448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
970,32.3,342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
970,32.3,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
970,32.3,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
970,32.3,559,17.17120405509874,0.7142857142857143,0.0,0.0,0.7142857142857143,0.0,0.0,
970,32.3,470,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
970,32.3,520,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
970,32.3,292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
970,32.3,307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
970,32.3,534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
980,32.63,593,41.82055336011612,1.0,0.0,0.0,0.6774193548387096,0.0,0.0,
980,32.63,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
980,32.63,333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
980,32.63,578,34.44265517261657,1.0,0.0,0.0,1.0,0.0,0.0,
980,32.63,342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
980,32.63,448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
980,32.63,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
980,32.63,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
980,32.63,470,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
980,32.63,520,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
980,32.63,534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
980,32.63,292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
980,32.63,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
980,32.63,307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
990,32.97,593,41.610937936811446,1.0,0.0,0.0,0.7560975609756098,0.0,0.0,
990,32.97,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
990,32.97,578,34.59795562636816,1.0,0.0,0.0,1.0,0.0,0.0,
990,32.97,333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
990,32.97,448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
990,32.97,342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
990,32.97,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
990,32.97,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
990,32.97,470,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
990,32.97,520,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
990,32.97,534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
990,32.97,292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
990,32.97,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
990,32.97,307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1000,33.3,593,41.45097054135889,1.0,0.0,0.0,0.803921568627451,0.0,0.0,
1000,33.3,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1000,33.3,578,34.723984026309594,1.0,0.0,0.0,1.0,0.0,0.0,
1000,33.3,333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1000,33.3,448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1000,33.3,342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1000,33.3,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1000,33.3,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1000,33.3,470,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1000,33.3,520,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1000,33.3,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1000,33.3,307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1000,33.3,534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
